国名,訪日外客数,年月日
台湾,114392.0,2005/5/01
無国籍・その他,81.0,2005/5/01
米国,73094.0,2005/5/01
英国,15695.0,2005/5/01
豪州,15027.0,2005/5/01
韓国,114151.0,2005/5/01
香港,16529.0,2005/5/01
アイルランド,954.0,2005/6/01
アフリカ計,2067.0,2005/6/01
イスラエル,718.0,2005/6/01
イタリア,3202.0,2005/6/01
インド,4894.0,2005/6/01
インドネシア,5597.0,2005/6/01
オセアニア計,21448.0,2005/6/01
オランダ,2091.0,2005/6/01
オーストリア,838.0,2005/6/01
カナダ,10101.0,2005/6/01
シンガポール,8493.0,2005/6/01
スイス,1529.0,2005/6/01
スウェーデン,1651.0,2005/6/01
スペイン,1806.0,2005/6/01
タイ,7469.0,2005/6/01
デンマーク,938.0,2005/6/01
トルコ,574.0,2005/6/01
ドイツ,8236.0,2005/6/01
ニュージーランド,2580.0,2005/6/01
ノルウェー,634.0,2005/6/01
フィリピン,12485.0,2005/6/01
フィンランド,827.0,2005/6/01
フランス,7686.0,2005/6/01
ブラジル,1220.0,2005/6/01
ベトナム,1915.0,2005/6/01
ベルギー,1234.0,2005/6/01
ポルトガル,1179.0,2005/6/01
ポーランド,616.0,2005/6/01
マレーシア,5551.0,2005/6/01
メキシコ,1627.0,2005/6/01
ヨーロッパ計,56312.0,2005/6/01
ロシア,5248.0,2005/6/01
中国,44086.0,2005/6/01
北アメリカ計,93934.0,2005/6/01
南アメリカ計,2528.0,2005/6/01
台湾,121516.0,2005/6/01
無国籍・その他,79.0,2005/6/01
米国,81686.0,2005/6/01
英国,14017.0,2005/6/01
豪州,18463.0,2005/6/01
韓国,133177.0,2005/6/01
香港,22984.0,2005/6/01
アイルランド,1265.0,2005/7/01
アフリカ計,2177.0,2005/7/01
イスラエル,1012.0,2005/7/01
イタリア,4049.0,2005/7/01
インド,5010.0,2005/7/01
インドネシア,5797.0,2005/7/01
オセアニア計,23172.0,2005/7/01
オランダ,2700.0,2005/7/01
オーストリア,1153.0,2005/7/01
カナダ,14096.0,2005/7/01
シンガポール,5983.0,2005/7/01
スイス,2338.0,2005/7/01
スウェーデン,1596.0,2005/7/01
スペイン,3343.0,2005/7/01
タイ,8203.0,2005/7/01
デンマーク,1056.0,2005/7/01
トルコ,773.0,2005/7/01
ドイツ,10004.0,2005/7/01
ニュージーランド,3371.0,2005/7/01
ノルウェー,739.0,2005/7/01
フィリピン,14556.0,2005/7/01
フィンランド,857.0,2005/7/01
フランス,10232.0,2005/7/01
ブラジル,1578.0,2005/7/01
ベトナム,2233.0,2005/7/01
ベルギー,1287.0,2005/7/01
ポルトガル,1178.0,2005/7/01
ポーランド,570.0,2005/7/01
マレーシア,4784.0,2005/7/01
メキシコ,2566.0,2005/7/01
ヨーロッパ計,72836.0,2005/7/01
ロシア,6379.0,2005/7/01
中国,60844.0,2005/7/01
北アメリカ計,95907.0,2005/7/01
南アメリカ計,3096.0,2005/7/01
台湾,153393.0,2005/7/01
無国籍・その他,77.0,2005/7/01
米国,78619.0,2005/7/01
英国,19663.0,2005/7/01
豪州,19254.0,2005/7/01
韓国,170420.0,2005/7/01
香港,32608.0,2005/7/01
アイルランド,1388.0,2005/8/01
アフリカ計,2365.0,2005/8/01
イスラエル,832.0,2005/8/01
イタリア,4420.0,2005/8/01
インド,5266.0,2005/8/01
インドネシア,4260.0,2005/8/01
オセアニア計,19373.0,2005/8/01
オランダ,2500.0,2005/8/01
オーストリア,951.0,2005/8/01
カナダ,13087.0,2005/8/01
シンガポール,4903.0,2005/8/01
スイス,1753.0,2005/8/01
スウェーデン,1510.0,2005/8/01
スペイン,3313.0,2005/8/01
タイ,7524.0,2005/8/01
デンマーク,769.0,2005/8/01
トルコ,497.0,2005/8/01
ドイツ,8512.0,2005/8/01
ニュージーランド,3015.0,2005/8/01
ノルウェー,631.0,2005/8/01
フィリピン,10255.0,2005/8/01
フィンランド,900.0,2005/8/01
フランス,9421.0,2005/8/01
ブラジル,1340.0,2005/8/01
ベトナム,2000.0,2005/8/01
ベルギー,964.0,2005/8/01
ポルトガル,1691.0,2005/8/01
ポーランド,531.0,2005/8/01
マレーシア,4868.0,2005/8/01
メキシコ,1363.0,2005/8/01
ヨーロッパ計,67628.0,2005/8/01
ロシア,5557.0,2005/8/01
中国,65026.0,2005/8/01
北アメリカ計,77816.0,2005/8/01
南アメリカ計,2619.0,2005/8/01
台湾,116030.0,2005/8/01
無国籍・その他,85.0,2005/8/01
米国,62645.0,2005/8/01
英国,18820.0,2005/8/01
豪州,16019.0,2005/8/01
韓国,193279.0,2005/8/01
香港,27826.0,2005/8/01
アイルランド,1244.0,2005/9/01
アフリカ計,2618.0,2005/9/01
イスラエル,996.0,2005/9/01
イタリア,3926.0,2005/9/01
インド,4783.0,2005/9/01
インドネシア,5039.0,2005/9/01
オセアニア計,25283.0,2005/9/01
オランダ,2382.0,2005/9/01
オーストリア,1176.0,2005/9/01
カナダ,10460.0,2005/9/01
シンガポール,5989.0,2005/9/01
スイス,2129.0,2005/9/01
スウェーデン,2025.0,2005/9/01
スペイン,2973.0,2005/9/01
タイ,10373.0,2005/9/01
デンマーク,1103.0,2005/9/01
トルコ,566.0,2005/9/01
ドイツ,10340.0,2005/9/01
ニュージーランド,3849.0,2005/9/01
ノルウェー,738.0,2005/9/01
フィリピン,9895.0,2005/9/01
フィンランド,1064.0,2005/9/01
フランス,9057.0,2005/9/01
ブラジル,1817.0,2005/9/01
ベトナム,2021.0,2005/9/01
ベルギー,1218.0,2005/9/01
ポルトガル,681.0,2005/9/01
ポーランド,744.0,2005/9/01
マレーシア,6161.0,2005/9/01
メキシコ,1928.0,2005/9/01
ヨーロッパ計,67300.0,2005/9/01
ロシア,5577.0,2005/9/01
中国,66216.0,2005/9/01
北アメリカ計,71916.0,2005/9/01
南アメリカ計,3432.0,2005/9/01
台湾,100895.0,2005/9/01
無国籍・その他,72.0,2005/9/01
米国,58916.0,2005/9/01
英国,16602.0,2005/9/01
豪州,21072.0,2005/9/01
韓国,130269.0,2005/9/01
香港,20303.0,2005/9/01
アイルランド,1072.0,2004/1/01
アフリカ計,1416.0,2004/1/01
イスラエル,717.0,2004/1/01
イタリア,2510.0,2004/1/01
インド,4365.0,2004/1/01
インドネシア,4205.0,2004/1/01
オセアニア計,20355.0,2004/1/01
オランダ,2138.0,2004/1/01
オーストリア,790.0,2004/1/01
カナダ,13605.0,2004/1/01
シンガポール,6193.0,2004/1/01
スイス,1143.0,2004/1/01
スウェーデン,1538.0,2004/1/01
スペイン,1007.0,2004/1/01
タイ,5197.0,2004/1/01
デンマーク,817.0,2004/1/01
トルコ,440.0,2004/1/01
ドイツ,6910.0,2004/1/01
ニュージーランド,3030.0,2004/1/01
ノルウェー,537.0,2004/1/01
フィリピン,12074.0,2004/1/01
フィンランド,752.0,2004/1/01
フランス,6396.0,2004/1/01
ブラジル,872.0,2004/1/01
ベトナム,1104.0,2004/1/01
ベルギー,742.0,2004/1/01
ポルトガル,894.0,2004/1/01
ポーランド,381.0,2004/1/01
マレーシア,5511.0,2004/1/01
メキシコ,972.0,2004/1/01
ヨーロッパ計,52315.0,2004/1/01
ロシア,2996.0,2004/1/01
中国,59645.0,2004/1/01
北アメリカ計,67397.0,2004/1/01
南アメリカ計,1868.0,2004/1/01
台湾,96786.0,2004/1/01
無国籍・その他,92.0,2004/1/01
米国,52463.0,2004/1/01
英国,19024.0,2004/1/01
豪州,17096.0,2004/1/01
韓国,164785.0,2004/1/01
香港,29784.0,2004/1/01
アイルランド,1076.0,2004/10/01
アフリカ計,1971.0,2004/10/01
イスラエル,1102.0,2004/10/01
イタリア,4200.0,2004/10/01
インド,4823.0,2004/10/01
インドネシア,4044.0,2004/10/01
オセアニア計,19577.0,2004/10/01
オランダ,3337.0,2004/10/01
オーストリア,1384.0,2004/10/01
カナダ,13060.0,2004/10/01
シンガポール,6455.0,2004/10/01
スイス,2491.0,2004/10/01
スウェーデン,2659.0,2004/10/01
スペイン,2228.0,2004/10/01
タイ,12457.0,2004/10/01
デンマーク,1238.0,2004/10/01
トルコ,648.0,2004/10/01
ドイツ,11631.0,2004/10/01
ニュージーランド,2790.0,2004/10/01
ノルウェー,852.0,2004/10/01
フィリピン,13168.0,2004/10/01
フィンランド,1407.0,2004/10/01
フランス,10216.0,2004/10/01
ブラジル,1479.0,2004/10/01
ベトナム,2039.0,2004/10/01
ベルギー,1374.0,2004/10/01
ポルトガル,868.0,2004/10/01
ポーランド,664.0,2004/10/01
マレーシア,6097.0,2004/10/01
メキシコ,1850.0,2004/10/01
ヨーロッパ計,74951.0,2004/10/01
ロシア,4804.0,2004/10/01
中国,56111.0,2004/10/01
北アメリカ計,86650.0,2004/10/01
南アメリカ計,3046.0,2004/10/01
台湾,94104.0,2004/10/01
無国籍・その他,63.0,2004/10/01
米国,71190.0,2004/10/01
英国,19876.0,2004/10/01
豪州,16515.0,2004/10/01
韓国,122877.0,2004/10/01
香港,23446.0,2004/10/01
アイルランド,986.0,2004/11/01
アフリカ計,1688.0,2004/11/01
イスラエル,1073.0,2004/11/01
イタリア,3553.0,2004/11/01
インド,4411.0,2004/11/01
インドネシア,7483.0,2004/11/01
オセアニア計,16296.0,2004/11/01
オランダ,2772.0,2004/11/01
オーストリア,1172.0,2004/11/01
カナダ,10864.0,2004/11/01
シンガポール,11157.0,2004/11/01
スイス,1766.0,2004/11/01
スウェーデン,2037.0,2004/11/01
スペイン,1508.0,2004/11/01
タイ,6912.0,2004/11/01
デンマーク,1191.0,2004/11/01
トルコ,525.0,2004/11/01
ドイツ,10128.0,2004/11/01
ニュージーランド,2494.0,2004/11/01
ノルウェー,773.0,2004/11/01
フィリピン,12828.0,2004/11/01
フィンランド,1236.0,2004/11/01
フランス,8638.0,2004/11/01
ブラジル,863.0,2004/11/01
ベトナム,1677.0,2004/11/01
ベルギー,1236.0,2004/11/01
ポルトガル,617.0,2004/11/01
ポーランド,644.0,2004/11/01
マレーシア,7849.0,2004/11/01
メキシコ,1113.0,2004/11/01
ヨーロッパ計,64103.0,2004/11/01
ロシア,4919.0,2004/11/01
中国,47522.0,2004/11/01
北アメリカ計,74229.0,2004/11/01
南アメリカ計,2017.0,2004/11/01
台湾,74876.0,2004/11/01
無国籍・その他,54.0,2004/11/01
米国,61772.0,2004/11/01
英国,17018.0,2004/11/01
豪州,13608.0,2004/11/01
韓国,128369.0,2004/11/01
香港,19173.0,2004/11/01
アイルランド,829.0,2004/12/01
アフリカ計,1334.0,2004/12/01
イスラエル,753.0,2004/12/01
イタリア,2612.0,2004/12/01
インド,3761.0,2004/12/01
インドネシア,6375.0,2004/12/01
オセアニア計,21103.0,2004/12/01
オランダ,1986.0,2004/12/01
オーストリア,739.0,2004/12/01
カナダ,12623.0,2004/12/01
シンガポール,13060.0,2004/12/01
スイス,1436.0,2004/12/01
スウェーデン,1436.0,2004/12/01
スペイン,1203.0,2004/12/01
タイ,7472.0,2004/12/01
デンマーク,647.0,2004/12/01
トルコ,423.0,2004/12/01
ドイツ,6682.0,2004/12/01
ニュージーランド,2735.0,2004/12/01
ノルウェー,483.0,2004/12/01
フィリピン,13429.0,2004/12/01
フィンランド,815.0,2004/12/01
フランス,6748.0,2004/12/01
ブラジル,1084.0,2004/12/01
ベトナム,1148.0,2004/12/01
ベルギー,785.0,2004/12/01
ポルトガル,1080.0,2004/12/01
ポーランド,384.0,2004/12/01
マレーシア,7720.0,2004/12/01
メキシコ,1082.0,2004/12/01
ヨーロッパ計,50052.0,2004/12/01
ロシア,4166.0,2004/12/01
中国,38776.0,2004/12/01
北アメリカ計,69643.0,2004/12/01
南アメリカ計,2358.0,2004/12/01
台湾,65227.0,2004/12/01
無国籍・その他,56.0,2004/12/01
米国,55635.0,2004/12/01
英国,15105.0,2004/12/01
豪州,18226.0,2004/12/01
韓国,120817.0,2004/12/01
香港,27921.0,2004/12/01
アイルランド,794.0,2004/2/01
アフリカ計,1289.0,2004/2/01
イスラエル,1020.0,2004/2/01
イタリア,2698.0,2004/2/01
インド,3715.0,2004/2/01
インドネシア,3185.0,2004/2/01
オセアニア計,12725.0,2004/2/01
オランダ,1880.0,2004/2/01
オーストリア,822.0,2004/2/01
カナダ,8867.0,2004/2/01
シンガポール,4017.0,2004/2/01
スイス,1408.0,2004/2/01
スウェーデン,1514.0,2004/2/01
スペイン,1114.0,2004/2/01
タイ,5327.0,2004/2/01
デンマーク,843.0,2004/2/01
トルコ,509.0,2004/2/01
ドイツ,8534.0,2004/2/01
ニュージーランド,1931.0,2004/2/01
ノルウェー,636.0,2004/2/01
フィリピン,10962.0,2004/2/01
フィンランド,921.0,2004/2/01
フランス,6739.0,2004/2/01
ブラジル,727.0,2004/2/01
ベトナム,1331.0,2004/2/01
ベルギー,827.0,2004/2/01
ポルトガル,498.0,2004/2/01
ポーランド,392.0,2004/2/01
マレーシア,3997.0,2004/2/01
メキシコ,864.0,2004/2/01
ヨーロッパ計,52016.0,2004/2/01
ロシア,3746.0,2004/2/01
中国,37906.0,2004/2/01
北アメリカ計,57529.0,2004/2/01
南アメリカ計,1599.0,2004/2/01
台湾,61701.0,2004/2/01
無国籍・その他,63.0,2004/2/01
米国,47464.0,2004/2/01
英国,15900.0,2004/2/01
豪州,10610.0,2004/2/01
韓国,142718.0,2004/2/01
香港,12000.0,2004/2/01
アイルランド,989.0,2004/3/01
アフリカ計,1593.0,2004/3/01
イスラエル,874.0,2004/3/01
イタリア,3279.0,2004/3/01
インド,4113.0,2004/3/01
インドネシア,3472.0,2004/3/01
オセアニア計,16695.0,2004/3/01
オランダ,2398.0,2004/3/01
オーストリア,1030.0,2004/3/01
カナダ,12250.0,2004/3/01
シンガポール,6999.0,2004/3/01
スイス,1610.0,2004/3/01
スウェーデン,2063.0,2004/3/01
スペイン,1379.0,2004/3/01
タイ,12581.0,2004/3/01
デンマーク,1000.0,2004/3/01
トルコ,520.0,2004/3/01
ドイツ,10799.0,2004/3/01
ニュージーランド,2592.0,2004/3/01
ノルウェー,815.0,2004/3/01
フィリピン,13160.0,2004/3/01
フィンランド,1114.0,2004/3/01
フランス,7979.0,2004/3/01
ブラジル,999.0,2004/3/01
ベトナム,1730.0,2004/3/01
ベルギー,1048.0,2004/3/01
ポルトガル,553.0,2004/3/01
ポーランド,461.0,2004/3/01
マレーシア,7652.0,2004/3/01
メキシコ,1391.0,2004/3/01
ヨーロッパ計,61999.0,2004/3/01
ロシア,4775.0,2004/3/01
中国,55370.0,2004/3/01
北アメリカ計,82789.0,2004/3/01
南アメリカ計,2109.0,2004/3/01
台湾,82940.0,2004/3/01
無国籍・その他,68.0,2004/3/01
米国,68709.0,2004/3/01
英国,17374.0,2004/3/01
豪州,13922.0,2004/3/01
韓国,112516.0,2004/3/01
香港,16783.0,2004/3/01
アイルランド,990.0,2004/4/01
アフリカ計,1423.0,2004/4/01
イスラエル,954.0,2004/4/01
イタリア,2962.0,2004/4/01
インド,4237.0,2004/4/01
インドネシア,4198.0,2004/4/01
オセアニア計,21500.0,2004/4/01
オランダ,2522.0,2004/4/01
オーストリア,1108.0,2004/4/01
カナダ,12154.0,2004/4/01
シンガポール,8096.0,2004/4/01
スイス,2087.0,2004/4/01
スウェーデン,1998.0,2004/4/01
スペイン,1619.0,2004/4/01
タイ,19227.0,2004/4/01
デンマーク,1053.0,2004/4/01
トルコ,826.0,2004/4/01
ドイツ,9646.0,2004/4/01
ニュージーランド,3444.0,2004/4/01
ノルウェー,840.0,2004/4/01
フィリピン,15503.0,2004/4/01
フィンランド,995.0,2004/4/01
フランス,9246.0,2004/4/01
ブラジル,1239.0,2004/4/01
ベトナム,1836.0,2004/4/01
ベルギー,1103.0,2004/4/01
ポルトガル,620.0,2004/4/01
ポーランド,484.0,2004/4/01
マレーシア,7728.0,2004/4/01
メキシコ,1213.0,2004/4/01
ヨーロッパ計,67972.0,2004/4/01
ロシア,4264.0,2004/4/01
中国,56782.0,2004/4/01
北アメリカ計,80571.0,2004/4/01
南アメリカ計,2338.0,2004/4/01
台湾,96606.0,2004/4/01
無国籍・その他,79.0,2004/4/01
米国,66743.0,2004/4/01
英国,22758.0,2004/4/01
豪州,17793.0,2004/4/01
韓国,120427.0,2004/4/01
香港,31528.0,2004/4/01
アイルランド,872.0,2004/5/01
アフリカ計,1799.0,2004/5/01
イスラエル,951.0,2004/5/01
イタリア,3090.0,2004/5/01
インド,5879.0,2004/5/01
インドネシア,3728.0,2004/5/01
オセアニア計,18809.0,2004/5/01
オランダ,2596.0,2004/5/01
オーストリア,843.0,2004/5/01
カナダ,11918.0,2004/5/01
シンガポール,7361.0,2004/5/01
スイス,1657.0,2004/5/01
スウェーデン,1872.0,2004/5/01
スペイン,1268.0,2004/5/01
タイ,8984.0,2004/5/01
デンマーク,967.0,2004/5/01
トルコ,690.0,2004/5/01
ドイツ,9401.0,2004/5/01
ニュージーランド,2705.0,2004/5/01
ノルウェー,578.0,2004/5/01
フィリピン,13858.0,2004/5/01
フィンランド,1157.0,2004/5/01
フランス,8215.0,2004/5/01
ブラジル,1219.0,2004/5/01
ベトナム,1500.0,2004/5/01
ベルギー,1033.0,2004/5/01
ポルトガル,584.0,2004/5/01
ポーランド,661.0,2004/5/01
マレーシア,5845.0,2004/5/01
メキシコ,1588.0,2004/5/01
ヨーロッパ計,61053.0,2004/5/01
ロシア,4922.0,2004/5/01
中国,47561.0,2004/5/01
北アメリカ計,85307.0,2004/5/01
南アメリカ計,2433.0,2004/5/01
台湾,93126.0,2004/5/01
無国籍・その他,58.0,2004/5/01
米国,71316.0,2004/5/01
英国,17916.0,2004/5/01
豪州,15764.0,2004/5/01
韓国,115659.0,2004/5/01
香港,21609.0,2004/5/01
アイルランド,816.0,2004/6/01
アフリカ計,1551.0,2004/6/01
イスラエル,691.0,2004/6/01
イタリア,2886.0,2004/6/01
インド,4165.0,2004/6/01
インドネシア,5164.0,2004/6/01
オセアニア計,18977.0,2004/6/01
オランダ,1986.0,2004/6/01
オーストリア,731.0,2004/6/01
カナダ,10517.0,2004/6/01
シンガポール,10707.0,2004/6/01
スイス,1262.0,2004/6/01
スウェーデン,1564.0,2004/6/01
スペイン,1217.0,2004/6/01
タイ,6284.0,2004/6/01
デンマーク,828.0,2004/6/01
トルコ,551.0,2004/6/01
ドイツ,7325.0,2004/6/01
ニュージーランド,2707.0,2004/6/01
ノルウェー,635.0,2004/6/01
フィリピン,11240.0,2004/6/01
フィンランド,789.0,2004/6/01
フランス,6844.0,2004/6/01
ブラジル,989.0,2004/6/01
ベトナム,1368.0,2004/6/01
ベルギー,901.0,2004/6/01
ポルトガル,1782.0,2004/6/01
ポーランド,443.0,2004/6/01
マレーシア,5254.0,2004/6/01
メキシコ,1420.0,2004/6/01
ヨーロッパ計,51976.0,2004/6/01
ロシア,4519.0,2004/6/01
中国,41477.0,2004/6/01
北アメリカ計,90161.0,2004/6/01
南アメリカ計,2147.0,2004/6/01
台湾,102367.0,2004/6/01
無国籍・その他,82.0,2004/6/01
米国,77741.0,2004/6/01
英国,14510.0,2004/6/01
豪州,15928.0,2004/6/01
韓国,116269.0,2004/6/01
香港,30460.0,2004/6/01
アイルランド,1041.0,2004/7/01
アフリカ計,1745.0,2004/7/01
イスラエル,930.0,2004/7/01
イタリア,3705.0,2004/7/01
インド,4548.0,2004/7/01
インドネシア,5166.0,2004/7/01
オセアニア計,21999.0,2004/7/01
オランダ,2793.0,2004/7/01
オーストリア,986.0,2004/7/01
カナダ,13527.0,2004/7/01
シンガポール,5555.0,2004/7/01
スイス,1930.0,2004/7/01
スウェーデン,1460.0,2004/7/01
スペイン,2006.0,2004/7/01
タイ,6439.0,2004/7/01
デンマーク,897.0,2004/7/01
トルコ,512.0,2004/7/01
ドイツ,8414.0,2004/7/01
ニュージーランド,3298.0,2004/7/01
ノルウェー,741.0,2004/7/01
フィリピン,13448.0,2004/7/01
フィンランド,881.0,2004/7/01
フランス,8763.0,2004/7/01
ブラジル,1253.0,2004/7/01
ベトナム,1683.0,2004/7/01
ベルギー,1039.0,2004/7/01
ポルトガル,1278.0,2004/7/01
ポーランド,491.0,2004/7/01
マレーシア,5001.0,2004/7/01
メキシコ,2472.0,2004/7/01
ヨーロッパ計,65489.0,2004/7/01
ロシア,6255.0,2004/7/01
中国,56512.0,2004/7/01
北アメリカ計,87779.0,2004/7/01
南アメリカ計,2488.0,2004/7/01
台湾,130520.0,2004/7/01
無国籍・その他,55.0,2004/7/01
米国,71242.0,2004/7/01
英国,19338.0,2004/7/01
豪州,18402.0,2004/7/01
韓国,160770.0,2004/7/01
香港,34666.0,2004/7/01
アイルランド,1015.0,2004/8/01
アフリカ計,1644.0,2004/8/01
イスラエル,878.0,2004/8/01
イタリア,3876.0,2004/8/01
インド,4521.0,2004/8/01
インドネシア,4146.0,2004/8/01
オセアニア計,18904.0,2004/8/01
オランダ,2532.0,2004/8/01
オーストリア,808.0,2004/8/01
カナダ,12721.0,2004/8/01
シンガポール,4863.0,2004/8/01
スイス,1454.0,2004/8/01
スウェーデン,1263.0,2004/8/01
スペイン,2130.0,2004/8/01
タイ,6319.0,2004/8/01
デンマーク,687.0,2004/8/01
トルコ,526.0,2004/8/01
ドイツ,8088.0,2004/8/01
ニュージーランド,3248.0,2004/8/01
ノルウェー,505.0,2004/8/01
フィリピン,12654.0,2004/8/01
フィンランド,762.0,2004/8/01
フランス,8424.0,2004/8/01
ブラジル,1144.0,2004/8/01
ベトナム,1779.0,2004/8/01
ベルギー,919.0,2004/8/01
ポルトガル,2086.0,2004/8/01
ポーランド,410.0,2004/8/01
マレーシア,4613.0,2004/8/01
メキシコ,1091.0,2004/8/01
ヨーロッパ計,64326.0,2004/8/01
ロシア,5768.0,2004/8/01
中国,60316.0,2004/8/01
北アメリカ計,73314.0,2004/8/01
南アメリカ計,2276.0,2004/8/01
台湾,99924.0,2004/8/01
無国籍・その他,81.0,2004/8/01
米国,59012.0,2004/8/01
英国,20523.0,2004/8/01
豪州,15446.0,2004/8/01
韓国,170182.0,2004/8/01
香港,31172.0,2004/8/01
